vertex_ind,xcoord,ycoord
"1900",59885.621952755536768,-2601743.296828693244606
"1901",59969.279987696987519,-2601818.779505996033549
"1902",60053.480223801059765,-2601896.119388072751462
"1903",60137.972459747819812,-2601975.959689182695001
"1904",60222.393874517685617,-2602059.049839752260596
"1905",60306.326771887179348,-2602146.120574573054910
"1906",60389.250724879602785,-2602237.934874817263335
"1907",60470.616278795772814,-2602335.150011007208377
"1908",60549.807059029044467,-2602438.383374197408557
"1909",60626.195367589811212,-2602548.082407759968191
"1910",60699.115246448454855,-2602664.614451602101326
"1911",60767.947165658421000,-2602788.145615515299141
"1912",60832.065734989868361,-2602918.761680285446346
"1913",60890.918573225571890,-2603056.344685710966587
"1914",60943.983171050014789,-2603200.716263027861714
"1915",60990.844999799781363,-2603351.510044756811112
"1916",61031.133124909320031,-2603508.329608949832618
"1917",61064.600743902192335,-2603670.613422374706715
"1918",61091.033218431271962,-2603837.796987654641271
"1919",61110.344122588765458,-2604009.179973833262920
"1920",61122.453656537094503,-2604184.083757220767438
"1921",61127.397446216076787,-2604361.715126298367977
"1922",61125.194582996467943,-2604541.538242088630795
"1923",61115.936158970303950,-2604722.291158865671605
"1924",61099.786339244477858,-2604903.434785232413560
"1925",61076.876530795576400,-2605084.099711148533970
"1926",61047.435304012687993,-2605263.572395429946482
"1927",61011.669079516912461,-2605441.079147016629577
"1928",60969.879238851761329,-2605615.994788213633001
"1929",60922.349157194621512,-2605787.635169762652367
"1930",60869.453263537943712,-2605955.522606664802879
"1931",60811.551957857722300,-2606119.181930143386126
"1932",60749.087286871203105,-2606278.327551871072501
"1933",60682.485178147828265,-2606432.659440415911376
"1934",60612.238670682170778,-2606582.145310681313276
"1935",60538.816712993502733,-2606726.674693283624947
"1936",60462.736601653436082,-2606866.434200393967330
"1937",60384.478910937308683,-2607001.559227541089058
"1938",60304.550735109965899,-2607132.389637237880379
"1939",60223.406261226700735,-2607259.259096678346395
"1940",60141.502625400855322,-2607382.614197910763323
"1941",60059.226423484520637,-2607502.872776960954070
"1942",59976.945428453196655,-2607620.516880085226148
"1943",59894.942854756387533,-2607735.955308952368796
"1944",59813.456213785699219,-2607849.612010500859469
"1945",59732.654895739906351,-2607961.810650158207864
"1946",59652.651398618370877,-2608072.877041054423898
"1947",59573.497403824017965,-2608182.971125621348619
"1948",59495.182621806525276,-2608292.278502761386335
"1949",59417.672720624112117,-2608400.868402605410665
"1950",59340.889464749270701,-2608508.811415249016136
"1951",59264.725551588562666,-2608616.035472969524562
"1952",59189.040887280818424,-2608722.537546933162957
"1953",59113.704896988740074,-2608828.184708517976105
"1954",59038.459451390874165,-2608932.884891893714666
"1955",58963.227520709173405,-2609036.505276940762997
"1956",58887.839915433825809,-2609138.963798838201910
"1957",58812.156503389254794,-2609240.140422130469233
"1958",58736.006462716744863,-2609339.950729718431830
"1959",58659.276373081127531,-2609438.318341389764100
"1960",58581.843382052364177,-2609535.225453180726618
"1961",58503.721491863710980,-2609630.715234086848795
"1962",58424.626338776470220,-2609724.764036303386092
"1963",58344.539267767351703,-2609817.507236296311021
"1964",58263.379253548147972,-2609909.141471123322845
"1965",58181.154132826355635,-2609999.912241065874696
"1966",58097.856318977675983,-2610090.199929548427463
"1967",58013.577801451567211,-2610180.485374169889838
"1968",57928.385681027066312,-2610271.329606716986746
"1969",57842.460009654125315,-2610363.405477045569569
"1970",57755.983305515495886,-2610457.456891534384340
"1971",57669.240058632931323,-2610554.290692525450140
"1972",57582.481504883951857,-2610654.721783703193069
"1973",57496.060916640468349,-2610759.567123427055776
"1974",57410.253401776411920,-2610869.586183487903327
"1975",57325.410830138644087,-2610985.478810031898320
"1976",57241.805023380307830,-2611107.863080054987222
"1977",57159.734263363017817,-2611237.250248002819717
"1978",57079.414238713106897,-2611374.066768420860171
"1979",57001.050224584483658,-2611518.609956389293075
"1980",56924.734906578283699,-2611671.094027288723737
"1981",56850.553316371617257,-2611831.596612138208002
"1982",56778.472464918231708,-2612000.134025015868247
"1983",56708.437967247664346,-2612176.527659802231938
"1984",56640.303557076978905,-2612360.595044715795666
"1985",56573.912640803420800,-2612551.940000914968550
"1986",56509.026118714638869,-2612750.185897803865373
"1987",56445.422336984702270,-2612954.693729476537555
"1988",56382.834101178668789,-2613164.893442846834660
"1989",56321.027573310580919,-2613380.000461168121547
"1990",56259.721052187334863,-2613599.288856317754835
"1991",56198.687952753374702,-2613821.808518893551081
"1992",56137.661835397804680,-2614046.879146146122366
"1993",56076.437540579543565,-2614273.244706162251532
"1994",56014.775280444788223,-2614500.206638657487929
"1995",55952.494969745617709,-2614726.777979862410575
"1996",55889.402116013588966,-2614952.215617583133280
"1997",55825.359187471345649,-2615175.596896382514387
"1998",55760.221680309870862,-2615396.293357351794839
"1999",55693.909791893369402,-2615613.613152972422540
"2000",55626.344901725547970,-2615827.090963881462812
"2001",55557.519861253080308,-2616036.195741298142821
"2002",55487.434171422544750,-2616240.663824417628348
"2003",55416.167274600862584,-2616440.201641161926091
"2004",55343.788771288280259,-2616634.722854625899345
"2005",55270.443621514321421,-2616824.116233761887997
"2006",55196.270880655196379,-2617008.454345535952598
"2007",55121.459878075242159,-2617187.763549865689129
"2008",55046.174927209169255,-2617362.223091741558164
"2009",54970.608667657055776,-2617531.937590212561190
"2010",54894.906942950634402,-2617697.130641431082040
"2011",54819.222942733365926,-2617857.923807295504957
"2012",54743.622380433153012,-2618014.524512351024896
"2013",54668.202752549070283,-2618167.024128671735525
"2014",54592.961734145836090,-2618315.579925870522857
"2015",54517.907863729444216,-2618460.224257894326001
"2016",54442.962109647596662,-2618601.049396968912333
"2017",54368.064847677756916,-2618738.029140042606741
"2018",54293.018211510949186,-2618871.200680960901082
"2019",54217.761081524768088,-2619000.472683868370950
"2020",54142.050966580267414,-2619125.843449220061302
"2021",54065.829059358671657,-2619247.252354090102017
"2022",53988.931415248473058,-2619364.692366653587669
"2023",53911.253777817895752,-2619478.146765061654150
"2024",53832.663028165792639,-2619587.634188130032271
"2025",53753.102809278629138,-2619693.209217674564570
"2026",53672.472657988881110,-2619794.971597807481885
"2027",53590.755320022450178,-2619893.084463594015688
"2028",53507.913484363627504,-2619987.781700873747468
"2029",53423.994264876593661,-2620079.391747221350670
"2030",53339.007085189092322,-2620168.324715898372233
"2031",53253.139664620612166,-2620255.152872476726770
"2032",53166.386583645173232,-2620340.463209826033562
"2033",53078.954475223858026,-2620425.017184368800372
"2034",52991.021406891224615,-2620509.644652097951621
"2035",52902.886793679601396,-2620595.271740490570664
"2036",52814.785173850206775,-2620682.814505450427532
"2037",52727.045650438449229,-2620773.200207228772342
"2038",52639.879452170236618,-2620867.266467273700982
"2039",52553.710280530955060,-2620965.851644164882600
"2040",52468.778274180469452,-2621069.608110962435603
"2041",52385.402964498949586,-2621179.110399478115141
"2042",52303.817195778552559,-2621294.792328374926001
"2043",52224.241843258627341,-2621416.948574241716415
"2044",52146.866186780724092,-2621545.801088818814605
"2045",52071.795771498509566,-2621681.390516891144216
"2046",51999.090123832793324,-2621823.697055842261761
"2047",51928.747911734433728,-2621972.539090962614864
"2048",51860.658490106012323,-2622127.659030450042337
"2049",51794.705742239268147,-2622288.673310734331608
"2050",51730.706043620957644,-2622455.178742400370538
"2051",51668.485771656633005,-2622626.518221371807158
"2052",51607.744784012509626,-2622802.133961368817836
"2053",51548.223212411583518,-2622981.249850852414966
"2054",51489.602554704135400,-2623163.165154037065804
"2055",51431.590724455527379,-2623347.002234909683466
"2056",51373.845837132255838,-2623532.080005986616015
"2057",51316.075375602886197,-2623717.308529554866254
"2058",51257.907966194688925,-2623902.108851316850632
"2059",51199.039448182986234,-2624085.385349560063332
"2060",51139.114418043158366,-2624266.512286972254515
"2061",51077.795376826907159,-2624444.720073069445789
"2062",51014.799771619102103,-2624619.367601521313190
"2063",50949.835870312163024,-2624789.805762022268027
"2064",50882.676573972436017,-2624955.523681516759098
"2065",50813.081196155180805,-2625116.003734312020242
"2066",50740.846686315744591,-2625270.855807434301823
"2067",50665.707306682990748,-2625419.659292927943170
"2068",50587.317967003167723,-2625562.056288604624569
"2069",50505.140139683600864,-2625697.563500799704343
"2070",50418.404286987308296,-2625825.604362725280225
"2071",50326.018378180233412,-2625945.269060592632741
"2072",50226.661081349804590,-2626055.316673187073320
"2073",50118.900181089018588,-2626153.983461461029947
"2074",50001.605467753324774,-2626239.156791081652045
"2075",49874.278676504982286,-2626308.459900250658393
"2076",49737.498213159014995,-2626359.819745872635394
"2077",49592.852819888255908,-2626391.239651795476675
"2078",49443.017388384687365,-2626401.730881283059716
"2079",49291.054304991543177,-2626390.629380560945719
"2080",49140.590393792474060,-2626357.653560657519847
"2081",48995.380304993959726,-2626302.723218749277294
"2082",48859.196595263274503,-2626226.256389038171619
"2083",48735.411258497930248,-2626129.205306514166296
"2084",48626.172266290479456,-2626013.286418085452169
"2085",48532.160177652331186,-2625880.621838094666600
"2086",48452.489838239285746,-2625733.692155767697841
"2087",48384.997742247345741,-2625574.762217352166772
"2088",48326.982365729185403,-2625405.927054946310818
"2089",48275.639654975399026,-2625228.757863629143685
"2090",48228.488827299581317,-2625044.923794338945299
"2091",48183.519858341067447,-2624855.448790233582258
"2092",48139.169702205006615,-2624661.581935030408204
"2093",48094.291092732062680,-2624464.229642216116190
"2094",48048.040632404685311,-2624264.556271946523339
"2095",47999.786336558943731,-2624063.393719832412899
"2096",47949.128951197271817,-2623861.870396973565221
"2097",47895.708301465856493,-2623660.694162042811513
"2098",47839.376970826109755,-2623460.848671024199575
"2099",47780.020730396427098,-2623262.926529894582927
"2100",47717.542097330922843,-2623067.564031220972538
"2101",47651.996350571731455,-2622875.163785272743553
"2102",47583.472296173400537,-2622686.079047075938433
"2103",47512.097825488235685,-2622500.461390905547887
"2104",47438.108186367186136,-2622318.390318663325161
"2105",47361.729476075110142,-2622139.761955707333982
"2106",47283.256728746477165,-2621964.468327899929136
"2107",47202.987052737953491,-2621792.199146158527583
"2108",47121.225104597178870,-2621622.697626670822501
"2109",47038.243693641721620,-2621455.551143415737897
"2110",46954.315099032028229,-2621290.452701980248094
"2111",46869.699391966940311,-2621126.962791552301496
"2112",46784.591708022620878,-2620964.795727827120572
"2113",46699.185343726472638,-2620803.542776147834957
"2114",46613.611832456619595,-2620643.019990372005850
"2115",46527.960436940498766,-2620482.899768242612481
"2116",46442.359973299098783,-2620323.046433080919087
"2117",46356.960713948545163,-2620163.187828177586198
"2118",46271.825402523871162,-2620003.245940922759473
"2119",46187.107721470427350,-2619842.979267153423280
"2120",46102.917314455247833,-2619682.344674255233258
"2121",46019.394276035585790,-2619521.173654671758413
"2122",45936.705821721479879,-2619359.341898728162050
"2123",45854.991776299793855,-2619196.693740406073630
"2124",45774.434025122711319,-2619033.156802416779101
"2125",45695.179385926530813,-2618868.537416118662804
"2126",45617.331842283092556,-2618702.845652713440359
"2127",45540.964248898890219,-2618535.921553509775549
"2128",45466.184314124097000,-2618367.800391438417137
"2129",45392.897560174766113,-2618198.430492725223303
"2130",45321.110813559476810,-2618027.838286458048970
"2131",45250.609962252885452,-2617856.090469732414931
"2132",45181.257881786368671,-2617683.356657272670418
"2133",45112.739120829777676,-2617509.797661498654634
"2134",45044.827563216429553,-2617335.651524604763836
"2135",44977.126638465255382,-2617161.164708517026156
"2136",44909.371227185576572,-2616986.742998218629509
"2137",44841.159323913525441,-2616812.704957343637943
"2138",44772.372206744112191,-2616639.428860438987613
"2139",44702.556751133422949,-2616467.334878593683243
"2140",44631.580622012450476,-2616296.927122982684523
"2141",44559.228717910569685,-2616128.548327620141208
"2142",44485.488303357458790,-2615962.710339882876724
"2143",44410.227491629935685,-2615799.753079432062805
"2144",44333.403304196879617,-2615640.126891989260912
"2145",44255.021556985499046,-2615484.109885712154210
"2146",44175.075357299159805,-2615331.981339314952493
"2147",44093.564350293556345,-2615183.914560361765325
"2148",44010.475356477174500,-2615040.139189363922924
"2149",43925.696397769832402,-2614900.724197121802717
"2150",43839.141631970138405,-2614765.721030635759234
"2151",43750.593616685990128,-2614635.146772565320134
"2152",43659.833107549857232,-2614508.985599419102073
